Tokens,Tags,Polarities
"['If', 'your', 'time', 'is', 'worth', 'anything', 'to', 'you', ',', 'if', 'you', 'are', 'tired', 'of', 'rebooting', ',', 'reformatting', ',', 'reinstalling', ',', 'trying', 'to', 'find', 'drivers', ',', 'if', 'you', 'want', 'a', 'computer', 'to', 'work', 'for', 'you', 'for', 'a', 'change', ',', 'make', 'the', 'change', 'to', 'this', 'computer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'only', 'thing', 'I', 'wish', 'is', 'the', '15', 'inch', 'MacBook', 'Pro', 'has', 'much', 'better', 'speakers', 'on', 'the', 'side', 'of', 'the', 'keyboard', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'only', 'thing', 'I', 'wish', 'is', 'the', '15', 'inch', 'MacBook', 'Pro', 'has', 'much', 'better', 'speakers', 'on', 'the', 'side', 'of', 'the', 'keyboard', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['Now', ',', 'as', 'easy', 'as', 'it', 'is', 'to', 'use', ',', 'and', 'I', 'do', 'think', 'it', 'is', 'a', 'great', 'STARTER', 'laptop', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Setting', 'would', 'change', 'for', 'some', 'reason', ',', 'the', 'screen', 'size', 'would', 'change', 'on', 'it', ""'s"", 'own', ',', 'like', 'the', 'pixel', 'sizes', 'and', 'whatnot', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Setting', 'would', 'change', 'for', 'some', 'reason', ',', 'the', 'screen', 'size', 'would', 'change', 'on', 'it', ""'s"", 'own', ',', 'like', 'the', 'pixel', 'sizes', 'and', 'whatnot', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Setting', 'would', 'change', 'for', 'some', 'reason', ',', 'the', 'screen', 'size', 'would', 'change', 'on', 'it', ""'s"", 'own', ',', 'like', 'the', 'pixel', 'sizes', 'and', 'whatnot', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1]"
"['It', 'had', 'some', 'kind', 'of', 'pre', 'installed', 'software', 'update', 'that', 'completely', 'shut', 'the', 'computer', 'down', 'when', 'you', 'clicked', 'it', '.']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Ever', 'since', 'I', 'bought', 'this', 'laptop', ',', 'so', 'far', 'I', ""'ve"", 'experience', 'nothing', 'but', 'constant', 'break', 'downs', 'of', 'the', 'laptop', 'and', 'bad', 'customer', 'services', 'I', 'received', 'over', 'the', 'phone', 'with', 'toshiba', 'customer', 'services', 'hotlines', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Ever', 'since', 'I', 'bought', 'this', 'laptop', ',', 'so', 'far', 'I', ""'ve"", 'experience', 'nothing', 'but', 'constant', 'break', 'downs', 'of', 'the', 'laptop', 'and', 'bad', 'customer', 'services', 'I', 'received', 'over', 'the', 'phone', 'with', 'toshiba', 'customer', 'services', 'hotlines', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1]"
"['Also', ',', 'the', 'space', 'bar', 'makes', 'a', 'noisy', 'click', 'every', 'time', 'you', 'use', 'it', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['iPhotos', 'is', 'an', 'excellent', 'program', 'for', 'storing', 'and', 'organizing', 'photos', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['iPhotos', 'is', 'an', 'excellent', 'program', 'for', 'storing', 'and', 'organizing', 'photos', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['Other', 'than', 'that', 'its', 'a', 'great', 'performing', 'machine', 'and', 'well', 'meets', 'all', 'my', 'needs', 'and', 'more', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Called', 'tech', 'support', 'and', 'got', 'the', 'usual', 'Acer', '``', 'We', 'do', ""n't"", 'support', 'software', 'but', 'for', '$', '$', '$', 'we', 'can', 'help', 'you', ""''"", 'I', 'explained', 'there', 'was', 'no', 'software', 'involved', 'in', 'booting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Called', 'tech', 'support', 'and', 'got', 'the', 'usual', 'Acer', '``', 'We', 'do', ""n't"", 'support', 'software', 'but', 'for', '$', '$', '$', 'we', 'can', 'help', 'you', ""''"", 'I', 'explained', 'there', 'was', 'no', 'software', 'involved', 'in', 'booting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['Called', 'tech', 'support', 'and', 'got', 'the', 'usual', 'Acer', '``', 'We', 'do', ""n't"", 'support', 'software', 'but', 'for', '$', '$', '$', 'we', 'can', 'help', 'you', ""''"", 'I', 'explained', 'there', 'was', 'no', 'software', 'involved', 'in', 'booting', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['The', 'programs', 'are', 'great', ',', 'like', 'iphoto', '-LRB-', 'love', 'the', 'editing', 'capabilities', '-RRB-', ',', 'imail', '-LRB-', 'which', 'can', 'incorporate', 'with', 'the', 'address', 'book', 'on', 'the', 'ipod', 'and', 'ipad', '-RRB-', ',', 'imovie', ',', 'etc.', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'programs', 'are', 'great', ',', 'like', 'iphoto', '-LRB-', 'love', 'the', 'editing', 'capabilities', '-RRB-', ',', 'imail', '-LRB-', 'which', 'can', 'incorporate', 'with', 'the', 'address', 'book', 'on', 'the', 'ipod', 'and', 'ipad', '-RRB-', ',', 'imovie', ',', 'etc.', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'programs', 'are', 'great', ',', 'like', 'iphoto', '-LRB-', 'love', 'the', 'editing', 'capabilities', '-RRB-', ',', 'imail', '-LRB-', 'which', 'can', 'incorporate', 'with', 'the', 'address', 'book', 'on', 'the', 'ipod', 'and', 'ipad', '-RRB-', ',', 'imovie', ',', 'etc.', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'programs', 'are', 'great', ',', 'like', 'iphoto', '-LRB-', 'love', 'the', 'editing', 'capabilities', '-RRB-', ',', 'imail', '-LRB-', 'which', 'can', 'incorporate', 'with', 'the', 'address', 'book', 'on', 'the', 'ipod', 'and', 'ipad', '-RRB-', ',', 'imovie', ',', 'etc.', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['The', 'only', 'thing', 'I', 'did', ""n't"", 'learn', 'in', 'my', 'research', 'was', 'the', 'software', 'I', 'would', 'need', 'like', 'privacy', 'protection', 'and', 'warranty', 'protection', ',', 'in', 'case', 'it', 'gets', 'broken', ',', 'or', 'crashes', 'etc.', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Comfterbale', 'to', 'use', 'light', 'easy', 'to', 'transport', '.']","[0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, 2, -1, -1, -1, -1, -1]"
"['Comfterbale', 'to', 'use', 'light', 'easy', 'to', 'transport', '.']","[0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'Computer', 'itself', 'is', 'a', 'good', 'product', 'but', 'the', 'repair', 'depot', 'stinks', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1]"
"['I', 'thought', 'the', 'price', 'was', 'great', 'for', 'the', 'specs', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['I', 'thought', 'the', 'price', 'was', 'great', 'for', 'the', 'specs', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['the', 'only', 'down', 'fall', 'is', 'that', 'it', 'has', 'no', 'cd', 'drive', 'but', 'i', 'found', 'that', 'they', 'are', 'very', 'cheap', 'to', 'by', 'and', 'also', 'very', 'portable', 'making', 'this', 'the', 'best', 'friend', 'to', 'someone', 'who', 'is', 'always', 'looking', 'for', 'more', 'space', 'then', 'they', 'have', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['So', ',', 'the', 'hard', 'disk', 'capacity', 'really', 'does', ""n't"", 'matter', 'to', 'me', '.']","[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1]"
"['Keys', 'stick', 'periodically', 'and', 'I', 'havent', 'had', 'the', 'laptop', 'for', '45', 'days', 'yet', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'like', 'that', 'you', 'can', 'scroll', 'down', 'in', 'a', 'window', 'using', 'two', 'fingers', 'on', 'the', 'trackpad', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Everything', 'from', 'the', 'design', 'to', 'the', 'OS', 'is', 'simple', 'and', 'to', 'the', 'point', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Everything', 'from', 'the', 'design', 'to', 'the', 'OS', 'is', 'simple', 'and', 'to', 'the', 'point', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['I', ""'"", 'v', 'spent', 'as', 'much', 'for', 'shipping', 'as', 'I', 'would', 'to', 'buy', 'a', 'new', 'netbook', '--', 'of', 'course', 'a', 'different', 'brand', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'personally', 'like', 'the', 'gaming', 'look', 'but', 'needed', 'a', 'machine', 'that', 'delivered', 'gaming', 'performance', 'while', 'still', 'looking', 'professional', 'in', 'front', 'of', 'my', 'customers', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'personally', 'like', 'the', 'gaming', 'look', 'but', 'needed', 'a', 'machine', 'that', 'delivered', 'gaming', 'performance', 'while', 'still', 'looking', 'professional', 'in', 'front', 'of', 'my', 'customers', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['This', 'just', 'keeps', 'having', 'it', ""'s"", 'hard', 'drive', 'replaced', '!']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1]"
"['When', 'you', 'look', 'at', 'the', 'specs', 'on', 'Apple', 'products', 'in', 'comparison', 'to', 'a', 'Dell', 'or', 'a', 'HP', ',', 'yes', 'they', 'do', 'seem', 'to', 'offer', 'less', 'for', 'a', 'higher', 'cost', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['The', 'only', 'downfall', 'is', 'the', 'volume', 'control', '.']","[0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 0, 0, -1]"
"['Very', 'fast', 'boot', 'up', 'and', 'shut', 'down', '.']","[0, 0, 1, 2, 0, 1, 2, 0]","[-1, -1, 2, 2, -1, -1, -1, -1]"
"['Very', 'fast', 'boot', 'up', 'and', 'shut', 'down', '.']","[0, 0, 1, 2, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 2, 2, -1]"
"['I', 'finally', 'decided', 'on', 'this', 'laptop', 'because', 'it', 'was', 'the', 'right', 'price', 'for', 'what', 'I', 'need', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['If', 'internet', 'connectivity', 'is', 'important', 'I', 'would', 'recommend', 'going', 'with', 'a', 'dell', 'net', 'book', 'for', '50', 'bucks', 'more', ',', 'or', 'buy', 'a', 'USB', 'wireless', 'card', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[-1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['If', 'internet', 'connectivity', 'is', 'important', 'I', 'would', 'recommend', 'going', 'with', 'a', 'dell', 'net', 'book', 'for', '50', 'bucks', 'more', ',', 'or', 'buy', 'a', 'USB', 'wireless', 'card', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1]"
"['I', 'had', 'read', 'online', 'that', 'some', 'users', 'were', 'having', 'sound', 'problems', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['My', 'last', 'computer', ',', 'a', 'Toshiba', ',', 'cost', 'only', '$', '400', ',', 'and', 'worked', 'like', 'a', 'charm', 'for', 'many', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'discharges', 'too', 'quickly', '.']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['But', 'to', 'be', 'honest', ',', 'the', 'compatibility', 'issues', 'and', 'the', 'other', 'little', 'quirks', 'make', 'me', 'think', 'I', 'll', 'buy', 'a', 'PC', 'next', 'time', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Then', 'it', 'ceased', 'charging', 'at', 'all', '.']","[0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1]"
"['I', 'do', 'not', 'experience', 'a', 'lot', 'of', 'heat', 'coming', 'out', 'of', 'it', ',', 'however', 'I', 'would', 'highly', 'suggest', 'purchasing', 'a', 'stand', 'however', ',', 'due', 'to', 'the', 'nature', 'of', 'the', 'design', 'of', 'the', 'macbook', 'as', 'it', 'is', 'one', 'very', 'large', 'heat', 'sink', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'do', 'not', 'experience', 'a', 'lot', 'of', 'heat', 'coming', 'out', 'of', 'it', ',', 'however', 'I', 'would', 'highly', 'suggest', 'purchasing', 'a', 'stand', 'however', ',', 'due', 'to', 'the', 'nature', 'of', 'the', 'design', 'of', 'the', 'macbook', 'as', 'it', 'is', 'one', 'very', 'large', 'heat', 'sink', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'do', 'not', 'experience', 'a', 'lot', 'of', 'heat', 'coming', 'out', 'of', 'it', ',', 'however', 'I', 'would', 'highly', 'suggest', 'purchasing', 'a', 'stand', 'however', ',', 'due', 'to', 'the', 'nature', 'of', 'the', 'design', 'of', 'the', 'macbook', 'as', 'it', 'is', 'one', 'very', 'large', 'heat', 'sink', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"['*', '=', 'Webcam', 'is', 'a', 'bit', 'laggy', ',', 'not', 'the', 'greatest', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'am', 'not', 'much', 'of', 'a', 'computer', 'techie', ',', 'so', 'I', 'can', 'understand', 'some', 'of', 'the', 'internal', 'problems', ',', 'though', 'I', 'do', 'have', 'trend', 'micro', 'as', 'an', 'antiviral', 'program', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1]"
"['I', 'am', 'not', 'much', 'of', 'a', 'computer', 'techie', ',', 'so', 'I', 'can', 'understand', 'some', 'of', 'the', 'internal', 'problems', ',', 'though', 'I', 'do', 'have', 'trend', 'micro', 'as', 'an', 'antiviral', 'program', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['The', 'computer', 'continued', 'to', 'give', 'me', 'issues', 'and', 'in', 'Late', 'June', 'it', 'completely', 'died', 'again', 'and', 'I', 'tried', 'to', 'call', 'Acer', 'again', 'to', 'get', 'it', 'fixed', 'and', 'they', 'refused', 'to', 'help', 'me', ',', 'they', 'said', 'my', 'warrenty', 'was', 'up', 'and', 'hung', 'up', 'on', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', ""'ve"", 'have', ""n't"", 'had', 'any', 'major', 'problems', 'with', 'the', 'laptop', 'except', 'that', 'the', 'plastic', 'piece', 'that', 'covers', 'the', 'usb', 'port', 'wires', 'have', 'all', 'come', 'off', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
